MonthYear,Percent
200107,0.006999999999999999
200108,0.002
200109,0.0
200111,0.003
200112,0.0
200201,0.0
200202,0.0
200203,0.001
200204,0.001
200205,0.0
200206,0.001
200207,0.001
200208,0.0
200210,0.003
200211,0.001
200212,0.0
200301,0.002
200302,0.0
200303,0.0
200304,0.0
200305,0.001
200306,0.004
200307,0.003
200308,0.001
200309,0.001
200310,0.001
200311,0.001
200312,0.0
200401,0.002
200402,0.004
200403,0.006999999999999999
200404,0.001
200405,0.001
200406,0.001
200407,0.0
200408,0.0
200409,0.001
200411,0.002
200412,0.0
200501,0.001
200502,0.001
200503,0.001
200504,0.0
200505,0.0
200507,0.0
200508,0.002
200509,0.0
200510,0.0
200511,0.0
200512,0.0
200601,0.0
200602,0.0
200603,0.001
200605,0.0
200606,0.0
200608,0.0
200611,0.0
200612,0.0
200702,0.0
200705,0.0
200706,0.0
200707,0.0
200708,0.0
200709,0.0
200710,0.0
200711,0.0
200712,0.0
200801,0.0
200803,0.0
200804,0.0
200805,0.0
200806,0.0
200807,0.0
200808,0.0
200809,0.0
200810,0.0
200811,0.001
200812,0.0
200901,0.0
200902,0.0
200903,0.0
200904,0.0
200905,0.0
200906,0.0
200907,0.001
200908,0.0
200909,0.0
200910,0.0
200911,0.0
200912,0.0
201001,0.0
201002,0.0
201003,0.0
201004,0.0
201005,0.0
201008,0.0
201009,0.0
201010,0.0
201011,0.0
201012,0.0
201101,0.0
201102,0.0
201103,0.002
201104,0.0
201105,0.0
201106,0.0
201107,0.0
201108,0.0
201109,0.002
201110,0.0
201111,0.0
201112,0.0
201201,0.0
201202,0.0
201203,0.001
201204,0.0
201205,0.0
201206,0.0
201207,0.001
201208,0.001
201209,0.0
201210,0.0
201211,0.0
201212,0.0
201301,0.0
201302,0.0
201303,0.0
201304,0.0
201306,0.0
201307,0.0
201308,0.0
201309,0.001
201310,0.0
201311,0.002
201312,0.0
201401,0.0
201402,0.0
201403,0.0
201404,0.0
201405,0.001
201406,0.0
201407,0.0
201408,0.0
201409,0.0
201410,0.0
201411,0.0
201412,0.0
200212,0.0
200408,0.0
200506,0.0
200612,0.0
200704,0.0
200706,0.0
200802,0.0
200804,0.0
200906,0.0
200911,0.0
201002,0.0
201006,0.0
201012,0.0
201102,0.0
201103,0.0
201203,0.0
201204,0.0
201205,0.0
201208,0.0
201307,0.0
201405,0.0
201406,0.0
199704,0.004
199705,0.006
199706,0.002
199707,0.003
199708,0.005
199709,0.0
199710,0.005
